delay	freq	condition	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	polygon.started	polygon_2.started	key_resp.started	polygon.stopped	key_resp.keys	key_resp.rt	sound_1.started	text.started	textbox.started	button.started	textbox.text	button.numClicks	button.timesOn	button.timesOff	sound_1.stopped	participant	session	date	expName	psychopyVersion	frameRate
0.4	1000	exp	3	4	40	7	348.385371	349.3687637	349.3687637	349.3855495	space	1.3394028	351.132638	351.4436382	351.4436382	351.4436382	150	41	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676]"	351.4436382	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	400	unexp	3	5	41	1	355.0742002	356.0587905	356.0587905	356.0749882	space	0.7113134	357.1898968	357.5015272	357.5015272	357.5015272	50	42	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.7	400	unexp	3	6	42	2	361.9820899	362.9815279	362.9815279	362.9981372	space	0.9078804	364.6119386	364.9229069	364.9229069	364.9229069	250	43	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355, 5.625217099965084]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865, 5.625229900004342]"	364.9229069	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.7	1000	exp	3	7	43	8	370.5360489	371.5345004	371.5345004	371.5517936	space	0.5461579	372.7997239	373.1115739	373.1115739	373.1115739	240	44	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355, 5.625217099965084, 7.366610400029458]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865, 5.625229900004342, 7.366621299996041]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	1000	exp	3	8	44	10	380.4706442	381.469046	381.469046	381.4854576	space	0.5054507	382.4014099	382.722352	382.722352	382.722352	150	45	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355, 5.625217099965084, 7.366610400029458, 2.985420199984219]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865, 5.625229900004342, 7.366621299996041, 2.985431000008248]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	1000	exp	3	9	45	3	385.6955526	386.6941696	386.6941696	386.7112216	space	0.8431282	387.660039	387.97624	387.97624	387.97624	100	46	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355, 5.625217099965084, 7.366610400029458, 2.985420199984219, 2.965789499983657]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865, 5.625229900004342, 7.366621299996041, 2.985431000008248, 2.965800700010732]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	400	unexp	3	10	46	0	390.9360045	391.9201431	391.9201431	391.9363726	space	0.6006922	392.6521093	392.9633005	392.9633005	392.9633005	0	47	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355, 5.625217099965084, 7.366610400029458, 2.985420199984219, 2.965789499983657, 2.13066839997191]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865, 5.625229900004342, 7.366621299996041, 2.985431000008248, 2.965800700010732, 2.1306837999727577]"	392.9633005	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.7	1000	exp	3	11	47	11	395.0817581	396.0799587	396.0799587	396.0963967	space	0.6734045	397.4779997	397.7914041	397.7914041	397.7914041	250	48	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355, 5.625217099965084, 7.366610400029458, 2.985420199984219, 2.965789499983657, 2.13066839997191, 3.5413869000039995]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865, 5.625229900004342, 7.366621299996041, 2.985431000008248, 2.965800700010732, 2.1306837999727577, 3.5413948000059463]"	397.7914041	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	400	unexp	4	0	48	0	401.3206408	402.3207115	402.3207115	402.3207115	space	1.1459733	403.5851511	403.8973219	403.8973219	403.8973219	0	49	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355, 5.625217099965084, 7.366610400029458, 2.985420199984219, 2.965789499983657, 2.13066839997191, 3.5413869000039995, 4.710261299973354]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865, 5.625229900004342, 7.366621299996041, 2.985431000008248, 2.965800700010732, 2.1306837999727577, 3.5413948000059463, 4.710271599993575]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	1000	exp	4	1	49	10	408.5931687	409.5921292	409.5921292	409.608789	space	0.9710866	410.9905998	411.3025712	411.3025712	411.3025712	50	50	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355, 5.625217099965084, 7.366610400029458, 2.985420199984219, 2.965789499983657, 2.13066839997191, 3.5413869000039995, 4.710261299973354, 3.8920342000201344]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865, 5.625229900004342, 7.366621299996041, 2.985431000008248, 2.965800700010732, 2.1306837999727577, 3.5413948000059463, 4.710271599993575, 3.8920444999821484]"	411.3025712	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
